,track_name,artist,release_date,album,content_id,track_number,album_artist,composer,isrc,spotify_search_track_name,spotify_search_artist,spotify_search_album,spotify_track_uri,spotify_artist_uri,spotify_release_year,spotify_total_tracks,spotify_add_album,spotify_album_uri
13,Heroes Everything,Pyrit,2015-06-26T12:00:00Z,Ufo,1252837410,1,,,,Heroes Everything,Pyrit,Ufo,,,2015,0,False,
20,On My Way to You,Martin Klein,2008-11-14T12:00:00Z,Songs for My Piano,1484750464,1,,,,On My Way to You,Martin Klein,Songs for My Piano,,,2008,0,False,
69,Odds and Ends,Slut,2007-01-01T12:00:00Z,StillNo1 (Bonus Track Version),713210099,1,,,,Odds and Ends,Slut,StillNo1,,,2007,0,False,
126,Baluba Shake,Brunetta,1966-01-01T12:00:00Z,Baluba Shake (The Essential: Ri-Fi Record Original Recordings),1404371965,1,,,,Baluba Shake,Brunetta,Baluba Shake,,,1966,0,False,
154,Little Numbers,BOY,2012,Mutual Friends,1445874529,1,,,,Little Numbers,BOY,Mutual Friends,,,2012,0,False,
213,Crocodile Rock,Elton John,1972-10-27T07:00:00Z,Don't Shoot Me I'm Only The Piano Player,1440926343,1,,,,Crocodile Rock,Elton John,Dont Shoot Me Im Only The Piano Player,,,1972,0,False,
248,,Yann Tiersen,2001-10-05T07:00:00Z,L'absente,695731250,1,,,,,Yann Tiersen,Labsente,,,2001,0,False,
251,Roll Your Own,,2020-06-05T07:00:00Z,Dream Queen,1517138654,1,,,,Roll Your Own,,Dream Queen,,,2020,0,False,
253,Dream Queen,,2020-06-05T07:00:00Z,Dream Queen,1517138656,1,,,,Dream Queen,,Dream Queen,,,2020,0,False,
254,Priscilla,,2020-06-05T07:00:00Z,Dream Queen,1517138651,1,,,,Priscilla,,Dream Queen,,,2020,0,False,
255,In the Mouth of the Beast,,2020-06-05T07:00:00Z,Dream Queen,1517138652,1,,,,In the Mouth of the Beast,,Dream Queen,,,2020,0,False,
269,Conc de Aranjuez: II. Adagio,André Previn & London Symphony Orchestra,1900-01-01T00:00:00Z,"Rodrigo: Concierto de Aranjuez, Fantasia & Elogio de Guitarra",714394981,1,,,,Conc de Aranjuez: II. Adagio,André Previn,"Rodrigo: Concierto de Aranjuez, Fantasia & Elogio de Guitarra",,,1900,0,False,
270,Enjoy the Ride (feat. Judie Tzuke),Morcheeba,2007-01-01T12:00:00Z,Dive Deep,1444352296,1,,,,Enjoy the Ride,Morcheeba,Dive Deep,,,2007,0,False,
275,"Trois Gnossiennes: No. 3, Lent",Alexandre Tharaud,2008-01-01T08:00:00Z,Satie: Avant-dernières pensées,300887816,1,,,,"Trois Gnossiennes: No. 3, Lent",Alexandre Tharaud,Satie: Avant-dernières pensées,,,2008,0,False,
278,,Lang Lang,2019-03-29T07:00:00Z,Piano Book (Deluxe Edition),1448484237,1,,,,,Lang Lang,Piano Book,,,2019,0,False,
279,Where Evil Grows,Poppy Family & Terry Jacks,1974-01-01T12:00:00Z,40 Seasons in the Sun,1138951890,1,,,,Where Evil Grows,Poppy Family,40 Seasons in the Sun,,,1974,0,False,
294,Mental Movement (Marino Stephano Remix),Overtone,1999-08-16T12:00:00Z,Mental Movement - Remixes - Single,1184969207,1,,,,Mental Movement,Overtone,Mental Movement - Remixes - Single,,,1999,0,False,
308,Abide With Me,"London Philharmonic Concert Society, John Alldis & National Philharmonic Orchestra",1980-01-01T12:00:00Z,Hymns Triumphant,715470126,1,,,,Abide With Me,"London Philharmonic Concert Society, John Alldis",Hymns Triumphant,,,1980,0,False,
309,"Genius (feat. Lil Wayne, Sia, Diplo & Labrinth) [Lil Wayne Remix]",LSD,2019-01-17T08:00:00Z,"Genius (feat. Lil Wayne, Sia, Diplo & Labrinth) [Lil Wayne Remix] - Single",1448545274,1,,,,Genius,LSD,Genius - Single,,,2019,0,False,
312,Crocodile Rock (Performed by Elton John),Various Artists & Jeff Danna,2002-08-02T07:00:00Z,Kid Stays in the Picture (Original Motion Picture Soundtrack),1412016949,1,,,,Crocodile Rock,Various Artists,Kid Stays in the Picture,,,2002,0,False,
313,Contact,Brigitte Bardot,1968-01-01T12:00:00Z,Brigitte Bardot Show 67,1442915820,1,,,,Contact,Brigitte Bardot,Brigitte Bardot Show 67,,,1968,0,False,
357,Lee,Unloved,2018-11-16T12:00:00Z,Heartbreak,1435558155,1,,,,Lee,Unloved,Heartbreak,,,2018,0,False,
358,Danger,Barry Woolnough & Unloved,2018-11-16T12:00:00Z,Heartbreak,1435558156,1,,,,Danger,Barry Woolnough,Heartbreak,,,2018,0,False,
367,Falling in Love (feat. Jessy),Mackenzie,2010-11-26T12:00:00Z,Falling in Love (feat. Jessy) - EP,1489656865,1,,,,Falling in Love,Mackenzie,Falling in Love - EP,,,2010,0,False,
372,"Pavane, Op. 50","Sol Gabetta, Prague Philharmonic Orchestra & Charles Olivieri-Munroe",2008-09-04T12:00:00Z,Cantabile,302564487,1,,,,"Pavane, Op. 50","Sol Gabetta, Prague Philharmonic Orchestra",Cantabile,,,2008,0,False,
373,À Chloris,"Sol Gabetta, Prague Philharmonic Orchestra & Charles Olivieri-Munroe",2008-09-04T12:00:00Z,Cantabile,302564485,1,,,,À Chloris,"Sol Gabetta, Prague Philharmonic Orchestra",Cantabile,,,2008,0,False,
376,Eternal Rapsody,Marino Stephano,1998-04-20T12:00:00Z,Eternal Rapsody - Single,554342289,1,,,,Eternal Rapsody,Marino Stephano,Eternal Rapsody - Single,,,1998,0,False,
389,My Baby Just Cares for Me,Nina Simone,1958-06-24T07:00:00Z,Very Best of Jazz: 50 Unforgettable Tracks (Remastered),539447009,1,,,,My Baby Just Cares for Me,Nina Simone,Very Best of Jazz: 50 Unforgettable Tracks,,,1958,0,False,
391,Kids In America,Kim Wilde,1974-01-01T12:00:00Z,Hits Collection,1243132291,1,,,,Kids In America,Kim Wilde,Hits Collection,,,1974,0,False,
392,Si tu n'étais pas là,Fréhel,2001-04-23T07:00:00Z,Amelie from Montmartre (Original Soundtrack),1222017748,1,,,,Si tu nétais pas là,Fréhel,Amelie from Montmartre,,,2001,0,True,
404,Comptine d'un autre été : La démarche,Yann Tiersen,2001-04-23T07:00:00Z,Amelie from Montmartre (Original Soundtrack),1222017759,1,,,,Comptine dun autre été : La démarche,Yann Tiersen,Amelie from Montmartre,,,2001,0,True,
405,"Music for Jean-Pierre Jeunet's Movie ""Le Fabuleux destin d'Amélie Poulain"" (2001): No. 3, La Valse d'Amélie (Solo Piano Version)",Yann Tiersen,2001-04-23T07:00:00Z,Amelie from Montmartre (Original Soundtrack),1222017754,1,,,,"Music for Jean-Pierre Jeunets Movie ""Le Fabuleux destin dAmélie Poulain""",Yann Tiersen,Amelie from Montmartre,,,2001,0,True,
478,La Marseillaise,Otto Jensen,1997-01-01T12:00:00Z,Follow The Band,323653001,1,,,,La Marseillaise,Otto Jensen,Follow The Band,,,1997,0,False,
479,Innerbloom,RÜFÜS,2015-11-20T12:00:00Z,"Alpine Grooves, Vol. 8 (Kristallhütte)",1489344152,1,,,,Innerbloom,RÜFÜS,"Alpine Grooves, Vol. 8",,,2015,0,False,
483,I Only Have Eyes for You,Flamingos,1958-12-01T12:00:00Z,I Only Have Eyes for You,1388986917,1,,,,I Only Have Eyes for You,Flamingos,I Only Have Eyes for You,,,1958,0,False,
484,Nearer To Thee,Sam Cooke,1965-01-01T12:00:00Z,Strictly R&B Classics Vol 9,527728408,1,,,,Nearer To Thee,Sam Cooke,Strictly R&B Classics Vol 9,,,1965,0,False,
485,Dance Of The Blessed Spirits From Orfeo Ed Euridice,Dance Of The Blessed Spirits,1990-01-01T12:00:00Z,Dance Of The Blessed Spirits,19105164,1,,,,Dance Of The Blessed Spirits From Orfeo Ed Euridice,Dance Of The Blessed Spirits,Dance Of The Blessed Spirits,,,1990,0,False,
529,Evil Woman,Guy Darrell,2011-01-01T12:00:00Z,"Floor Filler Killers. New Directions, Vol. 3 (Remastered)",886229868,1,,,,Evil Woman,Guy Darrell,"Floor Filler Killers. New Directions, Vol. 3",,,2011,0,False,
535,Dangerous Charms,Delmonas,1989-01-01T12:00:00Z,Delmonas,893462584,1,,,,Dangerous Charms,Delmonas,Delmonas,,,1989,0,False,
537,Tighten Up,Black Keys,2010-01-01T12:00:00Z,Brothers (Deluxe Remastered Anniversary Edition),1542588732,1,,,,Tighten Up,Black Keys,Brothers,,,2010,0,False,
603,Love - Freedom - Tolerance (Official Street Parade 2001 Hymn) [Fridge vs. Mind-X Single Edit],Mind-X,2001-07-27T12:00:00Z,Love - Freedom - Tolerance (Official Street Parade 2001 Hymn),1475116247,1,,,,Love - Freedom - Tolerance,Mind-X,Love - Freedom - Tolerance,,,2001,0,False,
628,Mi música,Artista Uno,2017-06-30T07:00:00Z,Mi música - Single,1253947305,1,,,,Mi música,Artista Uno,Mi música - Single,,,2017,0,False,
630,Beast,Nina Kinert,2008-04-09T12:00:00Z,Pets & Friends,815058849,1,,,,Beast,Nina Kinert,Pets & Friends,,,2008,0,False,
641,"I Loves You, Porgy (2021 - Stereo Remaster)",Nina Simone,1958-01-01T12:00:00Z,Little Girl Blue (2021 - Stereo Remaster),1569630195,1,,,,"I Loves You, Porgy",Nina Simone,Little Girl Blue,,,1958,0,False,
642,Little Girl Blue (2021 - Stereo Remaster),Nina Simone,1958-06-24T12:00:00Z,Little Girl Blue (2021 - Stereo Remaster),1568988850,1,,,,Little Girl Blue,Nina Simone,Little Girl Blue,,,1958,0,False,
643,Little Girl Blue (2021 - Stereo Remaster),Nina Simone,1959-02-01T12:00:00Z,Little Girl Blue (2021 - Stereo Remaster),1569629975,1,,,,Little Girl Blue,Nina Simone,Little Girl Blue,,,1959,0,False,
651,My Baby Just Cares for Me,Nina Simone,1958-01-01T12:00:00Z,Mood Indigo: The Complete Bethlehem Singles,1716001920,1,,,,My Baby Just Cares for Me,Nina Simone,Mood Indigo: The Complete Bethlehem Singles,,,1958,0,False,
652,"I Loves You, Porgy (2014 - Remaster)",Nina Simone,1958-01-01T12:00:00Z,Mood Indigo: The Complete Bethlehem Singles,1716001423,1,,,,"I Loves You, Porgy",Nina Simone,Mood Indigo: The Complete Bethlehem Singles,,,1958,0,False,
674,Love Letters,Metronomy,2013-05-20T12:00:00Z,Love Letters,824847476,1,,,,Love Letters,Metronomy,Love Letters,,,2013,0,False,
906,Old Man,Harrys Gym,2010,What Was Ours Can't Be Yours,408896557,"(1, 12)",Harrys Gym,Anne Lise Frøkedal,,Old Man,Harrys Gym,What Was Ours Cant Be Yours,,,2010,0,False,
919,Can It Be Love?,Samantha Mumba,2000,Gotta Tell You [Single],,"(2, 3)",Samantha Mumba,Janski,,Can It Be Love?,Samantha Mumba,Gotta Tell You,,,2000,0,False,
920,Where Does It End Now?,Samantha Mumba,2000,Gotta Tell You [Single],,"(3, 3)",Samantha Mumba,B. Padley/N. Morris/J. Godfrey,,Where Does It End Now?,Samantha Mumba,Gotta Tell You,,,2000,0,False,
921,Sabotage,Tracei J,,Sabotage,,"(1, 1)",Tracei J,,,Sabotage,Tracei J,Sabotage,,,,0,False,
922,Lovely Lollo,Tracei J,1999,Lovely Lollo,,"(1, 1)",Tracei J,,,Lovely Lollo,Tracei J,Lovely Lollo,,,1999,0,False,
1028,In the Night,Basia Bulat,2008-02-04T08:00:00Z,In the Night - EP,272612683,"(1, 3)",Basia Bulat,Basia Bulat,,In the Night,Basia Bulat,In the Night - EP,,,2008,0,False,
1029,Touch the Hem of His Garment (Bonus Track),Basia Bulat,2008-02-04T08:00:00Z,In the Night - EP,272612690,"(3, 3)",Basia Bulat,Sam Cooke,,Touch the Hem of His Garment,Basia Bulat,In the Night - EP,,,2008,0,False,
1030,Before I Knew,Basia Bulat,2008-02-04T08:00:00Z,In the Night - EP,272612686,"(2, 3)",Basia Bulat,Basia Bulat,,Before I Knew,Basia Bulat,In the Night - EP,,,2008,0,False,
1174,Over The Weekend,Scary Mansion,2009-11-04T08:00:00Z,Make Me Cry,394935291,"(2, 9)",Scary Mansion,,,Over The Weekend,Scary Mansion,Make Me Cry,,,2009,0,False,
1322,Buttons,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(2, 8)",Sia,,,Buttons,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1323,Oh Father / You've Changed,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(5, 8)",Sia,,,Oh Father / Youve Changed,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1324,Little Black Sandals,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(4, 8)",Sia,,,Little Black Sandals,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1328,The Girl You Lost To Cocaine,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(8, 8)",Sia,,,The Girl You Lost To Cocaine,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1330,You Have Been Loved,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(4, 7)",Sia,,,You Have Been Loved,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1331,I Go To Sleep,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(1, 7)",Sia,,,I Go To Sleep,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1332,Day Too Soon,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(6, 7)",Sia,,,Day Too Soon,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1334,Lentil,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(6, 8)",Sia,,,Lentil,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1336,Soon We'll Be Found,Sia,2010,"Sia Live: The We Meaning You Tour [27.05.2010 @ The Roundhouse, London]",,"(7, 7)",Sia,,,Soon Well Be Found,Sia,Sia Live: The We Meaning You Tour,,,2010,0,True,
1479,Swollen,Faithless,,The bedroom sessions,,1,,Faithless,,Swollen,Faithless,The bedroom sessions,,,,0,True,
1480,Morning After,Faithless,,The bedroom sessions,,1,,Faithless,,Morning After,Faithless,The bedroom sessions,,,,0,True,
1481,You Cut Her Hair,Faithless,,The bedroom sessions,,1,,Faithless,,You Cut Her Hair,Faithless,The bedroom sessions,,,,0,True,
1482,Track 1,Faithless,,The bedroom sessions,,1,,Faithless,,Track 1,Faithless,The bedroom sessions,,,,0,True,
1484,We Can Make It,Faithless,,The bedroom sessions,,1,,Faithless,,We Can Make It,Faithless,The bedroom sessions,,,,0,True,
1485,Can We Live,Faithless,,The bedroom sessions,,1,,Faithless,,Can We Live,Faithless,The bedroom sessions,,,,0,True,
1536,Trentemöller mix,Djuma Soundsystem,2007-04-30T07:00:00Z,Les Djinns - EP,251679198,"(1, 3)",Djuma Soundsystem,,,Trentemöller mix,Djuma Soundsystem,Les Djinns - EP,,,2007,0,False,
1548,Last Another Day,Freud,2009-03-10T07:00:00Z,Freud: Best Most Beautiful ...,305340859,"(4, 12)",Freud,Freud,,Last Another Day,Freud,Freud: Best Most Beautiful ...,,,2009,0,False,
1613,Subcity,Tracy Chapman,2001,Tracy Chapman Collection,,"(2, 16)",Tracy Chapman,Tracy Chapman,,Subcity,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1614,The Promise,Tracy Chapman,2001,Tracy Chapman Collection,,"(4, 16)",Tracy Chapman,Tracy Chapman,,The Promise,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1615,Talkin' Bout A Revolution,Tracy Chapman,2001,Tracy Chapman Collection,,"(14, 16)",Tracy Chapman,,,Talkin Bout A Revolution,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1616,She's Got Her Ticket,Tracy Chapman,2001,Tracy Chapman Collection,,"(15, 16)",Tracy Chapman,Tracy Chapman,,Shes Got Her Ticket,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1617,Open Arms,Tracy Chapman,2001,Tracy Chapman Collection,,"(12, 16)",Tracy Chapman,,,Open Arms,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1618,Baby Can I Hold You,Tracy Chapman,2001,Tracy Chapman Collection,,"(3, 16)",Tracy Chapman,Tracy Chapman,,Baby Can I Hold You,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1619,I'm Ready,Tracy Chapman,2001,Tracy Chapman Collection,,"(5, 16)",Tracy Chapman,Tracy Chapman,,Im Ready,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1620,Telling Stories,Tracy Chapman,2001,Tracy Chapman Collection,,"(8, 16)",Tracy Chapman,,,Telling Stories,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1621,Bang Bang Bang,Tracy Chapman,2001,Tracy Chapman Collection,,"(7, 16)",Tracy Chapman,,,Bang Bang Bang,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1622,Wedding Song,Tracy Chapman,2001,Tracy Chapman Collection,,"(11, 16)",Tracy Chapman,,,Wedding Song,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1623,Crossroads,Tracy Chapman,2001,Tracy Chapman Collection,,"(6, 16)",Tracy Chapman,,,Crossroads,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1624,Speak The Word,Tracy Chapman,2001,Tracy Chapman Collection,,"(10, 16)",Tracy Chapman,,,Speak The Word,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1625,Give Me One Reason,Tracy Chapman,2001,Tracy Chapman Collection,,"(13, 16)",Tracy Chapman,,,Give Me One Reason,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1626,Smoke And Ashes,Tracy Chapman,2001,Tracy Chapman Collection,,"(9, 16)",Tracy Chapman,,,Smoke And Ashes,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1627,All That You Have Is Your Soul,Tracy Chapman,2001,Tracy Chapman Collection,,"(16, 16)",Tracy Chapman,,,All That You Have Is Your Soul,Tracy Chapman,Tracy Chapman Collection,,,2001,0,True,
1628,Fast Car,Tracy Chapman,1987,Tracy Chapman Collection,,"(1, 16)",Tracy Chapman,Victor Garcia,,Fast Car,Tracy Chapman,Tracy Chapman Collection,,,1987,0,True,
1633,"Summer Me, Winter Me",Various Artists,,Arcaffe Jazz Collection II,,"(7, 13)",Various Artists,,,"Summer Me, Winter Me",Various Artists,Arcaffe Jazz Collection II,,,,0,True,
1634,Theme From Elvira Madigan,Various Artists,,Arcaffe Jazz Collection II,,"(5, 13)",Various Artists,,,Theme From Elvira Madigan,Various Artists,Arcaffe Jazz Collection II,,,,0,True,
1636,I'm Thru With Love,Various Artists,,Arcaffe Jazz Collection II,,"(2, 13)",Various Artists,,,Im Thru With Love,Various Artists,Arcaffe Jazz Collection II,,,,0,True,
1640,Till There Was You,Various Artists,,Arcaffe Jazz Collection II,,"(1, 13)",Various Artists,,,Till There Was You,Various Artists,Arcaffe Jazz Collection II,,,,0,True,
1643,La Chanson Des Vieux Amants,Various Artists,,Arcaffe Jazz Collection II,,"(3, 13)",Various Artists,,,La Chanson Des Vieux Amants,Various Artists,Arcaffe Jazz Collection II,,,,0,True,
1820,Be The One (MTV),Melanie C,2000,I Turn To You [Single],,"(3, 3)",Melanie C,,,Be The One,Melanie C,I Turn To You,,,2000,0,False,spotify:album:6vJvHsZI9iRVvAo9jp1dQV
1951,Head Over Heals,Tears for Fears,,Best of,,1,,Tears for Fears,,Head Over Heals,Tears for Fears,Best of,,,,0,True,
1954,Laid so Low ( Tears Roll Down ),Tears for Fears,,Best of,,1,,Tears for Fears,,Laid so Low,Tears for Fears,Best of,,,,0,True,
1976,Old Man,Neil Young,1972,Harvest,,"(6, 10)",Neil Young,,,Old Man,Neil Young,Harvest,,,1972,0,True,
1977,A Man Needs A Maid,Neil Young,1972,Harvest,,"(3, 10)",Neil Young,,,A Man Needs A Maid,Neil Young,Harvest,,,1972,0,True,
1978,Heart Of Gold,Neil Young,1972,Harvest,,"(4, 10)",Neil Young,,,Heart Of Gold,Neil Young,Harvest,,,1972,0,True,
1979,Words (Between The Lines Of Age),Neil Young,1972,Harvest,,"(10, 10)",Neil Young,,,Words,Neil Young,Harvest,,,1972,0,True,
1980,Are You Ready For The Country?,Neil Young,1972,Harvest,,"(5, 10)",Neil Young,,,Are You Ready For The Country?,Neil Young,Harvest,,,1972,0,True,
1981,Alabama,Neil Young,1972,Harvest,,"(8, 10)",Neil Young,,,Alabama,Neil Young,Harvest,,,1972,0,True,
1982,Out On The Weekend,Neil Young,1972,Harvest,,"(1, 10)",Neil Young,,,Out On The Weekend,Neil Young,Harvest,,,1972,0,True,
1983,The Needle And The Damage Done,Neil Young,1972,Harvest,,"(9, 10)",Neil Young,,,The Needle And The Damage Done,Neil Young,Harvest,,,1972,0,True,
1984,There's A World,Neil Young,1972,Harvest,,"(7, 10)",Neil Young,,,Theres A World,Neil Young,Harvest,,,1972,0,True,
1985,Harvest,Neil Young,1972,Harvest,,"(2, 10)",Neil Young,,,Harvest,Neil Young,Harvest,,,1972,0,True,
2015,Be My Man,Aṣa,2010,Beautiful Imperfection,421564037,"(3, 13)",Aṣa,,,Be My Man,Aṣa,Beautiful Imperfection,,,2010,0,False,
